PID,Y,Pclass,Sex,Age,Fare,Embarked,IsAlone,Title
0,1,0.8273772438659699,-0.7376951317802901,-0.3929987950644593,1.3397369794696112,-0.5719331442168842,-1.2316448970959013,-0.7075503980841509
1,0,-1.5661069258891576,1.3555735383351193,0.8270776035502907,-0.44992666177090385,1.0008830023795474,-1.2316448970959013,1.235215101740128
2,0,0.8273772438659699,1.3555735383351193,-0.3929987950644593,0.4449051588493537,-0.5719331442168842,0.8119223343984152,0.2638323518279886
3,0,-1.5661069258891576,1.3555735383351193,0.8270776035502907,-0.44992666177090385,-0.5719331442168842,-1.2316448970959013,1.235215101740128
4,1,0.8273772438659699,-0.7376951317802901,0.8270776035502907,0.4449051588493537,-0.5719331442168842,0.8119223343984152,-0.7075503980841509
5,1,0.8273772438659699,-0.7376951317802901,-0.3929987950644593,0.4449051588493537,2.573699148975979,0.8119223343984152,-0.7075503980841509
6,1,-1.5661069258891576,-0.7376951317802901,2.047154002165041,-0.44992666177090385,-0.5719331442168842,0.8119223343984152,-0.7075503980841509
7,1,0.8273772438659699,-0.7376951317802901,-1.6130751936792094,-1.3447584823911616,-0.5719331442168842,-1.2316448970959013,2.2065978516522677
8,0,0.8273772438659699,1.3555735383351193,-0.3929987950644593,0.4449051588493537,-0.5719331442168842,-1.2316448970959013,1.235215101740128
9,0,-0.3693648410115938,1.3555735383351193,-1.6130751936792094,-1.3447584823911616,1.0008830023795474,-1.2316448970959013,1.235215101740128
10,0,0.8273772438659699,1.3555735383351193,-1.6130751936792094,-1.3447584823911616,-0.5719331442168842,-1.2316448970959013,0.2638323518279886
11,0,-1.5661069258891576,1.3555735383351193,2.047154002165041,-1.3447584823911616,-0.5719331442168842,0.8119223343984152,0.2638323518279886
12,1,0.8273772438659699,-0.7376951317802901,-0.3929987950644593,0.4449051588493537,-0.5719331442168842,0.8119223343984152,-0.7075503980841509
13,1,0.8273772438659699,-0.7376951317802901,0.8270776035502907,-0.44992666177090385,-0.5719331442168842,-1.2316448970959013,-0.7075503980841509
14,1,0.8273772438659699,1.3555735383351193,-1.6130751936792094,1.3397369794696112,-0.5719331442168842,0.8119223343984152,0.2638323518279886
15,0,-0.3693648410115938,1.3555735383351193,2.047154002165041,-1.3447584823911616,-0.5719331442168842,0.8119223343984152,1.235215101740128
16,1,0.8273772438659699,-0.7376951317802901,-1.6130751936792094,-1.3447584823911616,2.573699148975979,-1.2316448970959013,2.2065978516522677
17,0,-0.3693648410115938,-0.7376951317802901,-0.3929987950644593,0.4449051588493537,-0.5719331442168842,0.8119223343984152,-0.7075503980841509
18,1,0.8273772438659699,1.3555735383351193,-0.3929987950644593,-1.3447584823911616,-0.5719331442168842,-1.2316448970959013,1.235215101740128
19,0,0.8273772438659699,1.3555735383351193,-0.3929987950644593,1.3397369794696112,1.0008830023795474,0.8119223343984152,1.235215101740128
20,1,-0.3693648410115938,-0.7376951317802901,0.8270776035502907,-1.3447584823911616,-0.5719331442168842,0.8119223343984152,-0.7075503980841509
21,0,-0.3693648410115938,-0.7376951317802901,0.8270776035502907,0.4449051588493537,-0.5719331442168842,0.8119223343984152,-0.7075503980841509
22,0,0.8273772438659699,1.3555735383351193,-1.6130751936792094,0.4449051588493537,2.573699148975979,0.8119223343984152,0.2638323518279886
23,0,-1.5661069258891576,-0.7376951317802901,-0.3929987950644593,-0.44992666177090385,-0.5719331442168842,0.8119223343984152,-0.7075503980841509
24,1,0.8273772438659699,1.3555735383351193,-1.6130751936792094,-1.3447584823911616,-0.5719331442168842,-1.2316448970959013,0.2638323518279886
